"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.8111382205852,0.0745117214875165,1,0.878606826642559,0.923350731964367,20472.5364453767,0.030759781792601,865472.89255849,2145252464,0.952388633543078,-0.517707934990737
