"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.96326699902946,0.0187480132424437,2,0.357096195531091,0.537913280853598,15071.5632408204,0.0397871654674278,979066.113789526,879914732,0.798262331762773,-0.873965783195626
