"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.9209508784876,0.0177307183115604,3,0.540082851691827,0.643521558818641,15677.6150265364,0.0553165756737244,960808.276102928,-735261734,0.830004055016899,-0.799420112415314
