"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.73199029974748,0.0503579649064758,1,0.847559090808194,0.875435505098336,18944.4476810695,0.0164545550876224,859009.496381929,-1397661949,0.931671575349411,-0.534002042254489
