"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.92393591281644,0.00349023977556689,1,0.111674414747102,0.341876347349059,1494.12549333523,0.0169568473944335,578230.427458562,-187935594,0.913136332130313,-1.59068373953888
