"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.9986784740462,0.166333263200627,1,0.849524530779015,0.807972860489108,16688.7067447809,0.0216401033641499,414009.408592221,154948516,0.83666586233111,-0.498966705236584
