"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.59181256955791,0.0124232506932164,2,0.594752764330347,0.707133244468112,6092.39813395209,0.0715614895995366,847133.061971396,1028403050,0.927262519841041,-0.868656916841163
