"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.99219779691875,0.0128451118431712,2,0.271968426527277,0.463383774239729,2965.98802218658,0.0402491614438026,252256.491106834,-1890592795,0.903634524322532,-1.19048201648638
