"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.99491337513344,0.0437304603424871,3,0.821236737169165,0.825750777087402,7242.04950422118,0.0177323087441114,142311.753768934,1024865569,0.940823294086096,-0.622528449003949
