"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.82840413999632,0.0367087881010505,1,0.39495980679178,0.575128231006723,7651.7389565746,0.0712153643589705,699210.979633664,-1734295709,0.873177314368519,-1.04030468062642
