"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.78073246807934,0.0296767675527828,1,0.467372712540713,0.601373492488547,9127.29608419111,0.0299488201734392,676693.407559392,-1019360199,0.936555241448322,-0.922364420928448
