"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.39780703783623,0.00474244575982913,3,0.935282522457691,0.954395148110476,4962.99171973316,0.0195142614739832,315735.08094724,1216432799,0.942149490083682,-0.593767257886479
