"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.86817020023235,0.127921927616562,2,0.908695215264727,0.919368446016406,2368.6095475101,0.0441189334920961,34379.2068919569,-1115942842,0.955248712847761,-0.526480688199709
