"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.95693826304357,0.126796639374253,1,0.624789737889711,0.746214681057421,3817.14901516641,0.0741577024262949,135130.908319459,1009911092,0.966986249140912,-0.922598140068321
