0, 6596,0.1697393885923166, 0.10786698751915327, 0.03718748192094983, 0.39089354759140965,0.5617015328993434, 0.6091064524085912, 0.4382984671006546,0.2250766658988464,0.24032229998108637, 50, 0.5,0.35, 50, 0.4
1, 6295,0.17465782880658057, 0.13146847268731512, 0.039123768484204874, 0.39128067598485583,0.5590591218441767, 0.6087193240151443, 0.440940878155825,0.2250766658988464,0.25185569608350195, 50, 0.5,0.35, 50, 0.4
2, 5971,0.17987006434987055, 0.13885979816063648, 0.041431144886461685, 0.3933512438593401,0.5540977587559173, 0.6066487561406588, 0.44590224124407885,0.2250766658988464,0.25792516571640317, 50, 0.5,0.35, 50, 0.4
3, 5587,0.18641802763277657, 0.1738358746871499, 0.0436687906386327, 0.3944864241112149,0.5500113755879852, 0.6055135758887845, 0.44998862441201715,0.2250766658988464,0.2662718296935199, 50, 0.5,0.35, 50, 0.4
4, 5207,0.1931847243487871, 0.17224882782436307, 0.04671282740998105, 0.3960871504446614,0.5446467156046503, 0.6039128495553382, 0.455353284395347,0.2250766658988464,0.27318190045248786, 50, 0.5,0.35, 50, 0.4
5, 5031,0.2001858784992393, 0.1945752291291075, 0.04921599280087915, 0.3971489621537813,0.5401915589871632, 0.6028510378462185, 0.45980844101283375,0.2250766658988464,0.280147345806105, 50, 0.5,0.35, 50, 0.4
6, 4729,0.20879592826068297, 0.21025176162068218, 0.05253096386560659, 0.3976511095746475,0.5353869819176813, 0.6023488904253529, 0.4646130180823214,0.2250766658988464,0.2868022329537919, 50, 0.5,0.35, 50, 0.4
7, 4577,0.2157330766596866, 0.22143101573768947, 0.05565398357342167, 0.3986320382239091,0.5304562337253698, 0.6013679617760896, 0.46954376627462674,0.2250766658988464,0.29277197530323745, 50, 0.5,0.35, 50, 0.4
8, 4370,0.22343708803135262, 0.22848968842930606, 0.058901097003988725, 0.3989965445734773,0.5259208845388572, 0.601003455426522, 0.47407911546114023,0.2250766658988464,0.29909208414660454, 50, 0.5,0.35, 50, 0.4
9, 4153,0.23075417749942825, 0.2533824232942955, 0.062274626926723975, 0.3989421775040934,0.5216856935398226, 0.6010578224959046, 0.4783143064601797,0.2250766658988464,0.3058165841903714, 50, 0.5,0.35, 50, 0.4
10, 4059,0.2365608799426208, 0.2600717875801943, 0.06517666959284506, 0.3991870944773251,0.5178611147949368, 0.6008129055226747, 0.4821388852050621,0.2250766658988464,0.3113425827107792, 50, 0.5,0.35, 50, 0.4
11, 3912,0.24197257847144074, 0.2736575995595871, 0.0678064307265817, 0.3991458337343916,0.5145129476714494, 0.6008541662656073, 0.48548705232854983,0.2250766658988464,0.3167991516436869, 50, 0.5,0.35, 50, 0.4
12, 3721,0.24812263319269592, 0.2830238659575199, 0.07089082144311899, 0.3985667501030388,0.5111861639605488, 0.601433249896961, 0.48881383603945006,0.2250766658988464,0.32291682282434314, 50, 0.5,0.35, 50, 0.4
13, 3643,0.25288115794865157, 0.28849182624651154, 0.07364834130856712, 0.3981661031167545,0.5080563363963333, 0.6018338968832438, 0.49194366360366876,0.2250766658988464,0.3273703728585814, 50, 0.5,0.35, 50, 0.4
14, 3549,0.2574785084850079, 0.29704978392325204, 0.07607797933910077, 0.39791458022580745,0.505253256110059, 0.602085419774192, 0.49474674388994117,0.2250766658988464,0.3318647724898667, 50, 0.5,0.35, 50, 0.4
15, 3482,0.2616060637800841, 0.30224999738237995, 0.07755025875610634, 0.39786864642433967,0.5029463517549617, 0.6021313535756593, 0.49705364824503784,0.2250766658988464,0.3356941763727124, 50, 0.5,0.35, 50, 0.4
