"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.58913808775077,0.020815343749788,1,0.692913305163586,0.767184335429262,7620.41759907927,0.0142636992806119,618536.762276609,-534556799,0.957210056881673,-0.730343305525843
