"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.84168169271957,0.0866855089904448,1,0.76694345047731,0.751748511245947,10079.4637774442,0.0221787572559617,393020.02106087,-53731671,0.872668629247751,-0.591050421626124
