"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.58913808775077,0.020815343749788,2,0.8658860469515,0.8365380604347,7620.41759907927,0.0491372446348468,618536.762276609,1829040142,0.953616137196038,-0.687968706379355
