"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.53525250926558,0.0224703063875026,2,0.912396742219842,0.967978052217817,4876.51542012425,0.0138392421737194,96465.479819621,-328884381,0.941567307197533,-0.523503491752417
