"alphalocalization","diffusion","diffusionsteps","distance","entropy","growthrate","moran","population","replication","rsquared","slope"
1.90596396674361,0.0381261362520869,3,0.834041738653263,0.809338836383341,20285.3844981939,0.0177242731601158,617823.991222633,1928007990,0.827098508414494,-0.480502601282414
